﻿msg_0,[end]
msg_206_Choice3,生気を少しね…
msg_207,"[color(yellow)][var(msg_var_0)][color(white)]
私の魔力を頼るとは不届きな！
試練とは、自力で乗り越えるものです！！
[wait][clear][end]"
msg_208,"[color(yellow)][var(msg_var_0)][color(white)]
むっ！
図々しいにも程が有るというもの！！
[wait][clear][end]"
msg_209,"…どうぞ、私に遠慮無く、話を続けてください。
[end_choice][clear][end]"
msg_209_Choice1,自然の話を続ける
msg_209_Choice2,流行の話を続ける
msg_209_Choice3,神族の話を続ける
msg_209_Choice4,猥褻な話を続ける
msg_210,"[color(yellow)][var(msg_var_0)][color(white)]
ほう…
人間が其処まで、自然に関心があるとは…
これは、見直しました…
[wait][clear][end]"
msg_211,"[color(yellow)][var(msg_var_0)][color(white)]
其処まで自然に関心がお有りなら、
何故、今まで、環境問題を軽んじたのです！！
[wait][clear][end]"
msg_212,"[color(yellow)][var(msg_var_0)][color(white)]
未だ媒体に翻弄される様では、
行く末の安否が気遣われます…
[wait][clear][end]"
msg_213,"[color(yellow)][var(msg_var_0)][color(white)]
むぅ！
乏しい知識で神を語ろうなど
罰当たりも良いところ！！
[wait][clear][end]"
msg_214,"[color(yellow)][var(msg_var_0)][color(white)]
…続けなさい。
[wait][clear][end]"
msg_215,"其れをご承知の上でも、真を追究なさるのですか？
[end_choice][clear][end]"
msg_215_Choice1,それでも僕は追求する…
msg_215_Choice2,ぼ、僕は、追求できるのだろうか…
msg_216,"[color(yellow)][var(msg_var_0)][color(white)]
何と図々しい方です！
貴方の行為は、他人の心に
土足で踏み込むようなものですよ！！
[wait][clear][end]"
msg_217,"[color(yellow)][var(msg_var_0)][color(white)]
ほう…
これは意外でした…
[wait][clear][end]"
msg_218,"[color(yellow)][var(msg_var_0)][color(white)]
私の言葉に踊らされるとは、芯の無い方だ！
どうやら、私の見込み違いでした！！
[wait][clear][end]"
msg_219,"さて、貢物を拝見させて頂きましょうか…
[end_choice][clear][end]"
msg_219_Choice1,笑って誤魔化す
msg_219_Choice2,泣いて誤魔化す
msg_219_Choice3,怒って誤魔化す
msg_219_Choice4,怯えて誤魔化す
msg_220,"[color(yellow)][var(msg_var_0)][color(white)]
その微笑みが、私への貢物という事ですか？
ふむ…笑顔こそ、最上の宝と言います…
まぁ、良いでしょう…
[wait][clear][end]"
msg_221,"[color(yellow)][var(msg_var_0)][color(white)]
貴方がたを試したつもりでしたが
その様に、誤魔化そうなどとは
実に腹立たしい！！
[wait][clear][end]"
msg_222,"[color(yellow)][var(msg_var_0)][color(white)]
ふふふふふ…
まさか、泣き真似をされるとは
返り討ちにでも遭った気分です…
[wait][clear][end]"
msg_223,"[color(yellow)][var(msg_var_0)][color(white)]
この私を誤解しないで下さい…
行く先には、この様な試練も待ち構えています…
「地獄の沙汰も金次第」…覚えておく事です。
[wait][clear][end]"
msg_224,"[color(yellow)][var(msg_var_0)][color(white)]
ふむ…
精神的に強靭な方とお見受けしたのですが
怯えてしまわれるとは…
[wait][clear][end]"
msg_225,"[color(yellow)][var(msg_var_0)][color(white)]
この程度で怯えている様では、
この先々の関門には、到底立ち向かえぬ！
顔を洗って出直すが良い！！
[wait][clear][end]"
msg_226,"…まさか、既に天使の羽が生えているとでも！？
[end_choice][clear][end]"
msg_226_Choice1,天使の羽が生えてる
msg_226_Choice2,鬼神の角が生えてる
msg_226_Choice3,何も生えていない
msg_227,"[color(yellow)][var(msg_var_0)][color(white)]
ふふふふふ…
そうでしょうね…安心しました。
[wait][clear][end]"
msg_228,"まず、己が心を開く事が第一歩です…
[end_choice][clear][end]"
msg_228_Choice1,だが、一体どうやって…
msg_228_Choice2,心は開いているさ…
msg_228_Choice3,もう、弟に気を使うのは…
msg_229,"[color(yellow)][var(msg_var_0)][color(white)]
ふむ…
その答えを探す事も、
貴方の役目なのでしょう…
[wait][clear][end]"
msg_230,"[color(yellow)][var(msg_var_0)][color(white)]
ふふふふふ…
何れ貴方の気持が、通じる時が来るでしょう…
[wait][clear][end]"
msg_231,"[color(yellow)][var(msg_var_0)][color(white)]
ふむ…
焦る気持も解りますが、
この問題には、時間が必要なのです…
[wait][clear][end]"
msg_232,"[color(yellow)][var(msg_var_0)][color(white)]
焦る気持も解りますが
やけになったら、貴方の負けですよ…
[wait][clear][end]"
msg_233,"…ですが何故、其処まで占術に頼るのです？
[end_choice][clear][end]"
msg_233_Choice1,よく当るからね…
msg_233_Choice2,他に頼るものがないから…
msg_233_Choice3,楽しきゃＯＫでしょ！
msg_234,"[color(yellow)][var(msg_var_0)][color(white)]
何と危険な…
貴方は、既に己を見失っています…
[wait][clear][end]"
msg_235,"[color(yellow)][var(msg_var_0)][color(white)]
何と愚かな！
占術を信じ、身を滅ぼした者もいるのです！
いい加減、眼を覚ましなさい！
[wait][clear][end]"
msg_236,"[color(yellow)][var(msg_var_0)][color(white)]
成る程…
私も同感です…
[wait][clear][end]"
msg_237,"[color(yellow)][var(msg_var_0)][color(white)]
ふふふふふ…
自覚しているのでしたら
冷静な判断も出来るのでしょうね…
[wait][clear][end]"
msg_238,"何か褒美を差し上げましょう…
[end_choice][clear][end]"
msg_238_Choice1,何も要らないわよ！
msg_238_Choice2,永遠の命かな…
msg_238_Choice3,アンタの命が欲しいね！
msg_239,"[color(yellow)][var(msg_var_0)][color(white)]
ふふふふふ…
無欲な方ですね…
貴方は、神の道に通ずる方なのかも知れません…
[wait][clear][end]"
msg_240,"[color(yellow)][var(msg_var_0)][color(white)]
何と欲深い！
命有するものは、何れ滅びるが宿命！
万物の法則に背くなど、以っての外！！
[wait][clear][end]"
msg_241,"他の物を、お聴かせ願いたいのですが…
[end_choice][clear][end]"
msg_241_Choice1,[var(msg_var_0)]の偽ボイスを聴かせる
msg_241_Choice2,悪魔の断末魔を聴かせる
msg_241_Choice3,舞耶のセクシーボイスを聴かせる
msg_242,"[color(yellow)][var(msg_var_0)][color(white)]
ふふふふふ…残念でしたね。
やはり、私の声紋とは違う様です…
[wait][clear][end]"
msg_243,"[color(yellow)][var(msg_var_0)][color(white)]
何と破廉恥な！
私を愚弄するおつもりですか！！
[wait][clear][end]"
msg_244,"[color(yellow)][var(msg_var_0)][color(white)]
そこで一つ、お教え願いたい…
[wait][clear][end]"
msg_245,"人は、何をつまみにして酒を飲むのです？
[end_choice][clear][end]"
msg_245_Choice1,そりゃあ枝豆しかねぇだろ…
msg_245_Choice2,悪魔の丸焼きってぇのも悪かねぇ…
msg_245_Choice3,他人の悪口ってのもオツだぜぇ
msg_246,"[color(yellow)][var(msg_var_0)][color(white)]
成る程…
枝豆ならば、酒もすすみそうですね…
[wait][clear][end]"
msg_247,"[color(yellow)][var(msg_var_0)][color(white)]
ふふふふふ…
実に、人間らしい答えです…
[wait][clear][end]"
msg_248,"[color(yellow)][var(msg_var_0)][color(white)]
む、むぅ…
何と言う事を…
[wait][clear][end]"
msg_249,"差し支え無ければ、お聞かせ願いたいのですが…
[end_choice][clear][end]"
msg_249_Choice1,エリート社会なんざ幻想だったな…
msg_249_Choice2,人間の命なんざ儚いモンだな…
msg_250,"[color(yellow)][var(msg_var_0)][color(white)]
ほう…
これは驚きました…
まさか、貴方がエリートだったとは…
[wait][clear][end]"
msg_251,"[color(yellow)][var(msg_var_0)][color(white)]
人生に挫折は付き物…
男性が、投げ遣りな態度を見せるなど
甘えるにも程があります！
[wait][clear][end]"
msg_252,"[color(yellow)][var(msg_var_0)][color(white)]
ほう… 命ですか…
どの様な事があったかは聞きませんが…
[wait][clear][end]"
msg_253,"[color(yellow)][var(msg_var_0)][color(white)]
何と詰まらない理由…
人間の価値は、その短い人生の中で
どれだけの事が出来たかなのです！
[wait][clear][end]"
msg_254,"…何故人は、我を失う程、酒を呑むのです？
[end_choice][clear][end]"
msg_254_Choice1,そりゃあ楽しいからだな…
msg_254_Choice2,悲しい事を忘れさせてくれるからな…
msg_255,"[color(yellow)][var(msg_var_0)][color(white)]
ふむ…
杯を交す事に、楽しみを見出す…
まぁ、それも良いでしょう…
[wait][clear][end]"
msg_256,"[color(yellow)][var(msg_var_0)][color(white)]
貴方は楽しいかもしれぬが
迷惑になる他者の気持を
念頭に置くべきです！！
[wait][clear][end]"
msg_257,"[color(yellow)][var(msg_var_0)][color(white)]
それにしても、近頃、偏った考えが目立ちます…
[wait][clear][end]"
msg_258,"一体、現代人を頑なにする原因は何なのでしょう？
[end_choice][clear][end]"
msg_258_Choice1,愛情が足りねぇんじゃねぇか？
msg_258_Choice2,情報の氾濫ってヤツだ
msg_259,"[color(yellow)][var(msg_var_0)][color(white)]
愛を受けるより
愛を与える事を念頭におかぬから
その様な返答をするのです！！
[wait][clear][end]"
msg_260,"[color(yellow)][var(msg_var_0)][color(white)]
確かに、人類は情報量の豊かさに
翻弄されつつある様子…
このままでは、最悪の事態にも成り兼ねません…
[wait][clear][end]"
msg_261,"此の際、国を見捨ててはいかがでしょうか？
[end_choice][clear][end]"
msg_261_Choice1,愛する国を見捨てられる訳があるまい！
msg_261_Choice2,見捨てろだと…この国は俺のものだ！
msg_261_Choice3,俺は味噌汁の朝食を何よりも愛しているのだ
msg_262,"[color(yellow)][var(msg_var_0)][color(white)]
むぅ…
貴方の思想には危険なものを感じます…
[wait][clear][end]"
msg_263,"[color(yellow)][var(msg_var_0)][color(white)]
何と愚かな！
支配欲とは海水を呑む様なもので
呑めば、呑むほどに乾きを覚えるものです！！
[wait][clear][end]"
msg_264,"何故人は、他者の意見に頼るのでしょう？
[end_choice][clear][end]"
msg_264_Choice1,己のみでは決められんからだろう…
msg_264_Choice2,他者の意見も尊重するべきだからな
msg_264_Choice3,日本は多数決的民主国家だからだ！
msg_265,"[color(yellow)][var(msg_var_0)][color(white)]
では、この言葉を送りましょう…
汝自身より優れたる忠告を言う者なし…
己の力で決するが最良の答えなのです…
[wait][clear][end]"
msg_266,"[color(yellow)][var(msg_var_0)][color(white)]
何とも情けない…
他者に頼り、それに寄生して生きる事は
最も軽蔑すべき堕落です！
[wait][clear][end]"
msg_267,"[color(yellow)][var(msg_var_0)][color(white)]
むぅ！
その様な心にも無い戯言
言い逃れにしか聞こえません！！
[wait][clear][end]"
msg_268,"人にとって、この臭いは如何様に感ずるのです？
[end_choice][clear][end]"
msg_268_Choice1,汗の香りにしか思えんな…
msg_268_Choice2,花の香り…とでも言っておこうか
msg_268_Choice3,何も感じられんな
msg_269,"[color(yellow)][var(msg_var_0)][color(white)]
む、むぅ…
アドレナリンを感ずる臭覚があろうとは…
貴方、只者ではありませんね…
[wait][clear][end]"
msg_270,"[color(yellow)][var(msg_var_0)][color(white)]
むぅ！
嘘も大概にしなさい！！
[wait][clear][end]"
msg_271,"[color(yellow)][var(msg_var_0)][color(white)]
ふむ…
如何に人間が進化しようとも、
アドレナリンの嗅ぎ分けは無理でしたか…
[wait][clear][end]"
msg_272,"他に仰りたい事があるのでしたら、遠慮無く…
[end_choice][clear][end]"
msg_272_Choice1,言っておくが俺らは強ぇえぜ…
msg_272_Choice2,少なくとも俺達の方が男前だな
msg_272_Choice3,言いたい事いったら気がすんだぜぇ…
msg_273,"[color(yellow)][var(msg_var_0)][color(white)]
む、むぅ…
其の自信は、一体、何処から来るのです…
[wait][clear][end]"
msg_274,"さぞ、貴方の母君もお美しいのでしょう…
[end_choice][clear][end]"
msg_274_Choice1,Ｙｅｓ！Ｂｅａｕｔｉｆｕｌですわ！
msg_274_Choice2,残念ながら…
msg_275,"[color(yellow)][var(msg_var_0)][color(white)]
ふむ…
これは、一度お目に掛かりたいものです…
[wait][clear][end]"
msg_276,"[color(yellow)][var(msg_var_0)][color(white)]
ふふふふふ…
やはり、その美しさは遺伝なのでしょうね。
[wait][clear][end]"
msg_277,"[color(yellow)][var(msg_var_0)][color(white)]
むぅ！
なんと親不幸な！
[wait][clear][end]"
msg_278,"ですが、女性の逞しさの源は、何処にあるのです？
[end_choice][clear][end]"
msg_278_Choice1,忍耐力ですわ
msg_278_Choice2,団結力ですわ
msg_278_Choice3,美しさですわ
msg_279,"[color(yellow)][var(msg_var_0)][color(white)]
忍耐力を有する者が、
この私の前で、愚痴を零すとは
実に情けない！！
[wait][clear][end]"
msg_280,"[color(yellow)][var(msg_var_0)][color(white)]
仰る通り、この私でさえ
女性の団結力には、恐怖を覚えます…
[wait][clear][end]"
msg_281,"[color(yellow)][var(msg_var_0)][color(white)]
美貌を振りかざすなど、馬鹿を曝け出すも同様…
恥を知りなさい！
[wait][clear][end]"
msg_282,"何故、人は恐怖を求めるのです？
[end_choice][clear][end]"
msg_282_Choice1,娯楽としては刺激的ですから…
msg_282_Choice2,生の証を体感したいからですわ
msg_282_Choice3,恐怖を克服する為ですわ
msg_283,"[color(yellow)][var(msg_var_0)][color(white)]
ふむ…
人間は、現実と幻想の狭間に
生きていると言う、由縁が伺えます…
[wait][clear][end]"
msg_284,"本心は、男性に頼りたいのですよね？
[end_choice][clear][end]"
msg_284_Choice1,そうかも…
msg_284_Choice2,頼りたくなんて…
msg_285,"[color(yellow)][var(msg_var_0)][color(white)]
ふむ…
その素直さがあれば、世の男性は
自然と貴方に惹かれるでしょう…
[wait][clear][end]"
msg_286,"[color(yellow)][var(msg_var_0)][color(white)]
ふふふふふ…
素直な方ですね…
[wait][clear][end]"
msg_287,"では、この私の心、読めますか？
[end_choice][clear][end]"
msg_287_Choice1,貴方は常に平和維持を考えていますね
msg_287_Choice2,貴方は私たちに殺意を抱いていますね
msg_287_Choice3,貴方は女性の裸体を想像していますね
msg_288,"[color(yellow)][var(msg_var_0)][color(white)]
ふふふふふ…
すばらしい力です！
[wait][clear][end]"
msg_289,"[color(yellow)][var(msg_var_0)][color(white)]
ふむ…偽りを申し立て、私の出方を窺うとは…
これは、中々の策士とお見受けしました…
[wait][clear][end]"
msg_290,"[color(yellow)][var(msg_var_0)][color(white)]
其の台詞は、貴方が、私に対する
恐怖心より引き起こした言葉です！！
読心術と呼ぶには、ほど遠い！！
[wait][clear][end]"
msg_291,"貴方は、この女性の何処に魅了されたのです？
[end_choice][clear][end]"
msg_291_Choice1,素直さだな…
msg_291_Choice2,少しわがままな所も…
msg_292,"[color(yellow)][var(msg_var_0)][color(white)]
貴方は女性を、
己の言い成りにしたいだけではないのですか！？
全く、けしからん話です！！
[wait][clear][end]"
msg_293,"[color(yellow)][var(msg_var_0)][color(white)]
ふむ…
其れほどの美貌をお持ちであらば
無理もありません…
[wait][clear][end]"
msg_294,"[color(yellow)][var(msg_var_0)][color(white)]
みてくれに惑わされるとは、
何と愚かな！！
[wait][clear][end]"
msg_295,"兄弟力を合わせれば、出来ない事など無い筈…
[end_choice][clear][end]"
msg_295_Choice1,世界を平和に導く事もですか？
msg_295_Choice2,世界を征服する事もですか？
msg_295_Choice3,貴方の命を奪う事もですか？
msg_296,"何事も経験なのですよ…
[end_choice][clear][end]"
msg_296_Choice1,経験ならば人よりは…
msg_296_Choice2,戦いの経験なら負けない…
msg_297,"[color(yellow)][var(msg_var_0)][color(white)]
ほう…
大した自信ですね…
その意気込みだけは、評価しましょう…
[wait][clear][end]"
msg_298,"[color(yellow)][var(msg_var_0)][color(white)]
むっ！
驕り高ぶるのも
いい加減にしなさい！！
[wait][clear][end]"
msg_299,"[color(yellow)][var(msg_var_0)][color(white)]
愚かな！！
その自信は怪我の元です！！
[wait][clear][end]"
msg_300,"だが、何故人は結婚に拘るのです？
[end_choice][clear][end]"
msg_300_Choice1,恋愛にケジメを付けたいのよ…
msg_300_Choice2,結婚制度で相手を束縛したいだけ…
msg_300_Choice3,だって世間体がねぇ…
msg_301,"[color(yellow)][var(msg_var_0)][color(white)]
ご自分に、その様な気持ちがおありなら
何故、一国の制度などに頼ろうとするのです！
情けないとは思わないのですかっ！
[wait][clear][end]"
msg_302,"[color(yellow)][var(msg_var_0)][color(white)]
ふむ…
成る程…
人の弱さが伺えるというものです…
[wait][clear][end]"
msg_303,"[color(yellow)][var(msg_var_0)][color(white)]
本質を見失うとは、情けない！
体裁目的の制約に、意味が宿るとお思いですか！！
[wait][clear][end]"
msg_304,"[color(yellow)][var(msg_var_0)][color(white)]
この私を前に、
躊躇なく接触を図るとは、大した度胸…
気に入りましたよ…
[wait][clear][end]"
msg_305,"武術の心得でもあるのでしょうか？
[end_choice][clear][end]"
msg_305_Choice1,実は忍術の使い手
msg_305_Choice2,実は酔拳の使い手
msg_306,"[color(yellow)][var(msg_var_0)][color(white)]
ここでお会い出来たのも、何かの御縁…
人間と腰を据えて語るには良い機会です。
貴方も、私達悪魔に聞きたい事があるでしょう。
[wait][clear][end]"
msg_307,"私で宜しければ、貴方の質問に答えましょう…
[end_choice][clear][end]"
msg_307_Choice1,人間とは何か？
msg_307_Choice2,正義とは何か？
msg_308,"[color(yellow)][var(msg_var_0)][color(white)]
成る程…人間らしい問い掛けですね。
ですが、それは、この私に問うものではなく
御自身の心に問うものなのです…
[wait][clear][end]"
msg_309,"[color(yellow)][var(msg_var_0)][color(white)]
むぅ！
それを探求する事こそ、人の生涯！
安易に理解しようなど、もってのほか！！
[wait][clear][end]"
msg_310,"[color(yellow)][var(msg_var_0)][color(white)]
善悪に線を引くのは、貴方自身の心です…
つまり、己の進む道を信ずる事こそ
真の道に繋がるのです…
[wait][clear][end]"
msg_311,"[color(yellow)][var(msg_var_0)][color(white)]
「正義」「悪」は、人が作った言語…
皮肉にも、言葉に翻弄される様では
この私と対等に語らうには、程遠い！！
[wait][clear][end]"
msg_312,"[color(yellow)][var(msg_var_0)][color(white)]
…………………………………。
[wait][clear][color(yellow)][var(msg_var_0)][color(white)]
…………………………………。
[wait][clear][color(yellow)][var(msg_var_0)][color(white)]
…………………………………。
[wait][clear][color(yellow)][var(msg_var_0)][color(white)]
…少なからず、今、貴方の心に
不安な気持が宿りましたね。
この私が何を考えているのかと…
[wait][clear][color(yellow)][var(msg_var_0)][color(white)]
心に大きな疚しさを抱えた人間程、
その傾向は強いと言えるでしょう…
さぁ、打ち明けなさい、この私に…
[wait][clear][end]"
msg_313,"その心には、如何様な疚しさが潜んでいるのです？
[end_choice][clear][end]"
msg_313_Choice1,昔、万引きした
msg_313_Choice2,昔、殺しをした
msg_313_Choice3,昔、痴漢をした
msg_313_Choice4,全く疚しくない
msg_314,"[color(yellow)][var(msg_var_0)][color(white)]
ふふふふふ…
人は誰しも、過ちを犯すものです。
今回は、その誠実な心に免じましょう…
[wait][clear][end]"
msg_315,"[color(yellow)][var(msg_var_0)][color(white)]
たとえ大事はなくとも、罪は罪！
神はお怒りです！
[wait][clear][end]"
msg_316,"[color(yellow)][var(msg_var_0)][color(white)]
な、何と恐ろしい事を…
[wait][clear][end]"
msg_317,"[color(yellow)][var(msg_var_0)][color(white)]
神より授かりし生命を、断切るとは…
如何様な理由があろうとも、
殺戮は許されざる行為です！！
[wait][clear][end]"
msg_318,"[color(yellow)][var(msg_var_0)][color(white)]
疚しさを感ずる事が無いとは…
このままでは、無意識に罪を犯しかねません…
[wait][clear][end]"
msg_319,"[color(yellow)][var(msg_var_0)][color(white)]
この機会に、貴方がた人間に
尋ねたいことがあったのです…
[wait][clear][color(yellow)][var(msg_var_0)][color(white)]
長き歴史の中で、人は自我を安定させる為、
死についての物語を作り上げて来ました…
つまり、人の死には希望が込められています…
[wait][clear][color(yellow)][var(msg_var_0)][color(white)]
そこで、お尋ねしたい…
[wait][clear][end]"
msg_320,"人の思う死後の世界… 如何様な世界なのです？
[end_choice][clear][end]"
msg_320_Choice1,花の咲き乱れる永住の安楽地
msg_320_Choice2,暗黒に包まれた無限地獄
msg_320_Choice3,美男美女に囲まれたハーレム
msg_321,"[color(yellow)][var(msg_var_0)][color(white)]
ふふふふふ…
確かに現代人にとっては、希望に満ちています…
其れでこそ、生への価値を見出せるというもの…
[wait][clear][end]"
msg_322,"[color(yellow)][var(msg_var_0)][color(white)]
それが暗黙のルールになっている訳ですね…
成る程…人が共同体だという事を、
改めて実感させられます…
[wait][clear][end]"
msg_323,"[color(yellow)][var(msg_var_0)][color(white)]
ふむ…実に不可思議です。
生死間に永続性が無いとのお考えならば、
何を求め、人は生きているのでしょう？
[wait][clear][end]"
msg_324,"[color(yellow)][var(msg_var_0)][color(white)]
何と救いの無い事を！！
生きる事の意味を否定なさるおつもりですか！！
[wait][clear][end]"
msg_325,"[color(yellow)][var(msg_var_0)][color(white)]
成る程…
不安と恐れを拒否するには
人間に適した共同幻想とでも言うべきですか…
[wait][clear][end]"
msg_326,"[color(yellow)][var(msg_var_0)][color(white)]
天に召されて、
尚も、堕落の道を歩むおつもりですか！？
呆れて物も言えません！
[wait][clear][end]"
msg_327,"[color(yellow)][var(msg_var_0)][color(white)]
罪深き人類よ…
この一変した機械文明を目前にし、
私は、今昔の感に堪えぬ思い…
[wait][clear][end]"
msg_328,"無残にも自然を破壊した罪…どう償うつもりです？
[end_choice][clear][end]"
msg_328_Choice1,お金で償う
msg_328_Choice2,自分の命で償う
msg_328_Choice3,[var(msg_var_0)]の命で償う
msg_329,"[color(yellow)][var(msg_var_0)][color(white)]
この非常時でさえも
貨幣に頼る愚かしさ…
開いた口が塞がりません！！
[wait][clear][end]"
msg_330,"[color(yellow)][var(msg_var_0)][color(white)]
ふむ…随分と反省しているご様子…
地球は貴方がた、御自身の故郷ですよ。
それをお忘れなく…
[wait][clear][end]"
msg_331,"[color(yellow)][var(msg_var_0)][color(white)]
神より授かりし命を、捨てようなど
罰当たりもよいところ！！
[wait][clear][end]"
msg_332,"[color(yellow)][var(msg_var_0)][color(white)]
…実は、私は貴方を探しておりました。
貴方の人を超越した能力…
授けし主の意図知れず…
[wait][clear][color(yellow)][var(msg_var_0)][color(white)]
有り余る力を得た人間は、
いずれその力に溺れ、我が身を滅ぼす宿命…
人にその能力を操る事は不可能！
[wait][clear][end]"
msg_333,"それでも貴方は、今以上の力を欲するおつもりか？
[end_choice][clear][end]"
msg_333_Choice1,欲しい
msg_333_Choice2,この力で十分満足
msg_333_Choice3,力は必要ない
msg_334,"[color(yellow)][var(msg_var_0)][color(white)]
残念ですが、その力…
周囲を脅かす存在にならぬとも限りません…
事が悪化する前に、手を打たせてもらいます！
[wait][clear][end]"
msg_335,"[color(yellow)][var(msg_var_0)][color(white)]
ふふふふふ…
まぁ、良いでしょう…
ですが、その力、清き方に使うのですよ…
[wait][clear][end]"
msg_336,"[color(yellow)][var(msg_var_0)][color(white)]
理解して頂けた様ですね…
力そのものは無意味…
肝心なのは、心なのです。
[wait][clear][end]"
msg_337,"[color(yellow)][var(msg_var_0)][color(white)]
成る程…
「煮え湯を飲まされる」とは、この事です。
察するに、未だ改心なさっていない様子…
[wait][clear][color(yellow)][var(msg_var_0)][color(white)]
…仕方がありません。
この私が引導を渡して差し上げましょう。
ですが、その前に…
[wait][clear][end]"
msg_338,"最後の一言を聞いておきましょう…
[end_choice][clear][end]"
msg_338_Choice1,さようなら
msg_338_Choice2,助けて！
msg_338_Choice3,………
msg_338_Choice4,呪ってやる！
msg_339,"[color(yellow)][var(msg_var_0)][color(white)]
ふふふふふ…
その潔さ…
どうやら、往生させるには惜しい様です…
[wait][clear][end]"
msg_340,"[color(yellow)][var(msg_var_0)][color(white)]
覚悟が宜しい様ですね。
…では！
[wait][clear][end]"
msg_341,"[color(yellow)][var(msg_var_0)][color(white)]
ふふふふふ…
どうやら、
反省している様ですね…
[wait][clear][end]"
msg_342,"[color(yellow)][var(msg_var_0)][color(white)]
むぅ！
この期に及び命乞いとは、情けない…
どうやら、手を下す価値も無い様です！！
[wait][clear][end]"
msg_343,"[color(yellow)][var(msg_var_0)][color(white)]
そうですか…その態度から察するに
既に覚悟は出来ている様ですね…
でしたら私が引導を渡して差し上げます！
[wait][clear][end]"
msg_344,"[color(yellow)][var(msg_var_0)][color(white)]
全く情けない…
脅しが通用するとお思いか！？
己の愚かさを、あの世で悔いるがよい！！
[wait][clear][end]"
msg_345,"[color(yellow)][var(msg_var_0)][color(white)]
ふむ…
貴方との出会いも、何かの縁…
これを機に、贈り物をしておきたいのですが…
[wait][clear][color(yellow)][var(msg_var_0)][color(white)]
そうですね…
[color(green)][var(msg_var_4)][color(white)]のカード、[color(green)][var(msg_var_5)]枚[color(white)]
差し上げましょう…
[wait][clear][end]"
msg_346,"[color(yellow)][var(msg_var_0)][color(white)]
貴方がたのお陰で、有意義な時が過ごせました…
ですが、同行する訳にも行きませんので…
[wait][clear][color(yellow)][var(msg_var_0)][color(white)]
[color(green)][var(msg_var_4)][color(white)]のカード、[color(green)][var(msg_var_5)]枚[color(white)]
を代わりに差し上げましょう…
[wait][clear][end]"
msg_347,"[color(yellow)][var(msg_var_0)][color(white)]
それと、
[color(green)]フリータロット[color(white)]を、[color(green)][var(msg_var_6)]枚[color(white)]
差し上げましょう…
[wait][clear][end]"
msg_348,"[color(yellow)][var(msg_var_0)][color(white)]
…残念ですが、
貴方は十分な量のカードを確保しておられます。
娑婆っ気の多さも考え物…御注意下さい。
[wait][clear][end]"
msg_349,"[color(yellow)][var(msg_var_0)][color(white)]
無駄使いなさらぬ様、
財布の紐は締めておく事です…
[wait][clear][end]"
msg_350,"[color(yellow)][var(msg_var_0)][color(white)]
実に有意義な一時でした。
これは、ほんの気持ですが…
[wait][clear][end]"
msg_351,"[color(yellow)][var(msg_var_0)][color(white)]
この私と契約とは…
これは、申し訳御座いません、
貴方の[color(green)]レベル[color(white)]で契約は…
[wait][clear][end]"
msg_352,"[color(yellow)][var(msg_var_0)][color(white)]
もう少々、腕に磨きを掛けた後
望みを叶えましょう…
何れまた…
[wait][clear][end]"
msg_353,"私と[color(green)]契約[color(white)]を結んでは、いかがでしょう？
[end_choice][clear][end]"
msg_353_Choice1,はい
msg_353_Choice2,いいえ
msg_354,"[color(yellow)][var(msg_var_0)][color(white)]
ふむ…これで契約成立ですね…
次の出会いが楽しみです。
では、失礼…
[wait][clear][end]"
msg_355,"[color(yellow)][var(msg_var_0)][color(white)]
…それは残念です。
ですが、巡り合せとは、再び周って来るものです…
またの機会の楽しみにしておきましょう…
[wait][clear][end]"
msg_356,"[color(yellow)][var(msg_var_0)][color(white)]
…残念ながら、貴方は過剰に契約をしています。
[color(green)]契約破棄[color(white)]を実行して頂けるならば
この私との契約も成立するのですが…
[wait][clear][end]"
msg_357,"何れかの[color(green)]契約を破棄[color(white)]しますか？
[end_choice][clear][end]"
msg_357_Choice1,[pact_demon(0)]
msg_357_Choice2,[pact_demon(1)]
msg_357_Choice3,[pact_demon(2)]
msg_357_Choice4,やっぱりやめる
msg_358,"[color(yellow)][var(msg_var_0)][color(white)]
…後悔先に立たずとは正にこの事です。
貴方と、契約を交したのが間違いの元でした…
[color(green)]契約[color(white)]は、こちらから[color(green)]破棄[color(white)]させて頂きます。
[wait][clear][color(yellow)][var(msg_var_0)][color(white)]
以後の接触…
お控えになられた方が宜しいでしょう…
[wait][clear][end]"
msg_359,"[color(yellow)][var(msg_var_0)][color(white)]
勝手な言い分だと承知の上ですが、
貴方との行末に、言い知れぬ不安を感ずる故
[color(green)]契約を破棄[color(white)]させて頂きます…
[wait][clear][color(yellow)][var(msg_var_0)][color(white)]
願わくば…
二度と出会う事無き様…
[wait][clear][end]"
msg_360,"[color(yellow)][var(msg_var_0)][color(white)]
いずれ、天の裁きは訪れます…
覚悟しておくことです…
[wait][clear][end]"
msg_361,"[color(yellow)][var(msg_var_0)][color(white)]
貴方には、愛想が尽きました！！
[wait][clear][end]"
msg_362,"[color(yellow)][var(msg_var_0)][color(white)]
恐怖というものが…
こんなに甘美な響きであったとは…
[wait][clear][end]"
msg_363,"[color(yellow)][var(msg_var_0)][color(white)]
ふふふふふ…
こうして、貴方と出会えたのも何かの縁…
貴方に何か助力したいのですが…
[wait][clear][end]"
